seed,architecture,requests,permit_rate_pct,false_permit_rate_pct,permit_precision_pct,legitimate_denial_rate_pct,prohibited_transfer_escape_pct,blocked_prohibited_transfer_pct,mean_latency_ms,p50_latency_ms,p95_latency_ms,mean_fields_disclosed,median_fields_disclosed,receipt_coverage_pct,valid_request_share_pct,prohibited_transfer_candidates
20260823,Legacy RBAC,100000.0,82.551,76.87158687238217,29.746459764266937,0.0,100.0,0.0,1.1804350940891455,1.1122580501912822,1.9150955148473194,12.68887440951295,14.0,0.0,24.556,2918.0
20260823,Zero-Trust ABAC,100000.0,32.141,10.053814750013254,76.40085871628139,0.0,100.0,0.0,3.882797374689401,3.6628820122765733,6.33213461747008,12.68887440951295,14.0,0.0,24.556,2918.0
20260823,AFRICA-ZT-EDU,100000.0,24.543,0.009278405174699115,99.97147862934442,0.08144648965629582,0.23989033584647018,99.76010966415353,6.284928465060408,6.0675710022982585,9.100199770815111,4.910042352174622,4.0,100.0,24.556,2918.0
20260824,Legacy RBAC,100000.0,82.574,76.85728704613669,29.9149853464771,0.0,100.0,0.0,1.1791786994942175,1.108858158836468,1.9209692035592938,12.696056999433244,14.0,0.0,24.701999999999998,2813.0
20260824,Zero-Trust ABAC,100000.0,32.213,9.975032537384791,76.68332660727036,0.0,100.0,0.0,3.8963254789541755,3.678975322409177,6.359822144210515,12.696056999433244,14.0,0.0,24.701999999999998,2813.0
20260824,AFRICA-ZT-EDU,100000.0,24.691,0.007968339132513479,99.97569964764489,0.06882033843413489,0.21329541414859582,99.78670458585141,6.298185197652526,6.079161197443672,9.119325017263284,4.912922030604809,4.0,100.0,24.701999999999998,2813.0
20260825,Legacy RBAC,100000.0,82.67,77.05395564382654,29.60566106205395,0.0,100.0,0.0,1.1800776219373732,1.110772305041297,1.9141414941399841,12.718610827374873,14.0,0.0,24.474999999999998,3026.0
20260825,Zero-Trust ABAC,100000.0,32.132,10.138364779874214,76.17017303622556,0.0,100.0,0.0,3.8930887026610383,3.6781342488885223,6.340248806490642,12.718610827374873,14.0,0.0,24.474999999999998,3026.0
20260825,AFRICA-ZT-EDU,100000.0,24.442,0.007944389275074478,99.97545209066361,0.15934627170582227,0.1982815598149372,99.80171844018507,6.2958358898784335,6.079431918024945,9.113198688296356,4.918202247191012,4.0,100.0,24.474999999999998,3026.0
20260826,Legacy RBAC,100000.0,82.62,76.87784370593087,30.058097312999273,0.0,100.0,0.0,1.1770539999568792,1.1089463340041408,1.9062718445031674,12.674236933236692,14.0,0.0,24.834,2902.0
20260826,Zero-Trust ABAC,100000.0,32.367,10.021818375329271,76.72629530076931,0.0,100.0,0.0,3.8887871361239177,3.6734287168500357,6.328294566506217,12.674236933236692,14.0,0.0,24.834,2902.0
20260826,AFRICA-ZT-EDU,100000.0,24.817,0.009312721177127958,99.97179352862956,0.09664170089393573,0.2412129565816678,99.75878704341834,6.295612568743441,6.074614627150657,9.130768688063581,4.907586373520174,4.0,100.0,24.834,2902.0
20260827,Legacy RBAC,100000.0,82.663,77.00419142614601,29.769062337442385,0.0,100.0,0.0,1.1826225070049299,1.1121698290746944,1.9201819194710195,12.713507802340702,14.0,0.0,24.608,2822.0
20260827,Zero-Trust ABAC,100000.0,32.039,9.856483446519524,76.80639220949467,0.0,100.0,0.0,3.8937216574535274,3.6723549358569776,6.36638332675361,12.713507802340702,14.0,0.0,24.608,2822.0
20260827,AFRICA-ZT-EDU,100000.0,24.586,0.005305602716468591,99.98373057837794,0.10565669700910273,0.14174344436569808,99.8582565556343,6.2966994939865,6.072488272759433,9.124764592290262,4.926487321196359,4.0,100.0,24.608,2822.0
20260828,Legacy RBAC,100000.0,82.409,76.74286394225048,29.563518547731437,0.0,100.0,0.0,1.1802697002984406,1.1135170625013893,1.9127894995800414,12.689159791487091,14.0,0.0,24.363,2926.0
20260828,Zero-Trust ABAC,100000.0,31.922,9.993786109972632,76.32040598959965,0.0,100.0,0.0,3.8909221492294765,3.6758519162168843,6.333510157934607,12.689159791487091,14.0,0.0,24.363,2926.0
20260828,AFRICA-ZT-EDU,100000.0,24.343,0.005288417044568135,99.98356817154828,0.09851003570988795,0.1367053998632946,99.86329460013671,6.292059891619268,6.072347395669814,9.120464915054887,4.916389607191233,4.0,100.0,24.363,2926.0
20260829,Legacy RBAC,100000.0,82.836,77.28728331348418,29.492008305567627,0.0,100.0,0.0,1.178961879271091,1.110049705577577,1.9155959334415265,12.666721244371674,14.0,0.0,24.43,2877.0
20260829,Zero-Trust ABAC,100000.0,32.181,10.256715627894668,75.91435940461763,0.0,100.0,0.0,3.8923781770440464,3.6712140726119387,6.357692218111306,12.666721244371674,14.0,0.0,24.43,2877.0
20260829,AFRICA-ZT-EDU,100000.0,24.419,0.010586211459573905,99.96723862566034,0.07777322963569382,0.2780674313521029,99.7219325686479,6.2988239903023935,6.078951641154693,9.13833861534899,4.9130577159230455,4.0,100.0,24.43,2877.0
20260830,Legacy RBAC,100000.0,82.545,76.85381636874767,29.787388697074324,0.0,100.0,0.0,1.1796604587869732,1.1102346363415418,1.9171812580172434,12.673173905970392,14.0,0.0,24.587999999999997,2784.0
20260830,Zero-Trust ABAC,100000.0,32.025,9.861825704131968,76.77751756440281,0.0,100.0,0.0,3.881713389923599,3.6715019272862506,6.321204875595145,12.673173905970392,14.0,0.0,24.587999999999997,2784.0
20260830,AFRICA-ZT-EDU,100000.0,24.566,0.007956293428101628,99.97557599934869,0.1138766878151944,0.21551724137931033,99.78448275862068,6.283351115742498,6.064145587325683,9.106391516512934,4.925207418252806,4.0,100.0,24.587999999999997,2784.0
20260831,Legacy RBAC,100000.0,82.48,76.83581458074411,29.541707080504366,0.0,100.0,0.0,1.1791086926124916,1.1095059410030608,1.915717842324525,12.73224985635722,14.0,0.0,24.366,2897.0
20260831,Zero-Trust ABAC,100000.0,31.886,9.942618399132666,76.41598193564573,0.0,100.0,0.0,3.893911853616279,3.6763922761490906,6.341776869136118,12.73224985635722,14.0,0.0,24.366,2897.0
20260831,AFRICA-ZT-EDU,100000.0,24.351,0.006610783510061612,99.97946696234241,0.08208158909956496,0.17259233690024162,99.82740766309976,6.296311374672936,6.075673402929185,9.126717017862827,4.943815152261347,4.0,100.0,24.366,2897.0
20260832,Legacy RBAC,100000.0,82.589,76.98936099914096,29.465183014687184,0.0,100.0,0.0,1.180573141351278,1.1108485689551135,1.9208451842551146,12.720032874460653,14.0,0.0,24.335,2856.0
20260832,Zero-Trust ABAC,100000.0,31.867,9.954404282032645,76.36426397213418,0.0,100.0,0.0,3.8845373342917626,3.667112180926024,6.338793820902991,12.720032874460653,14.0,0.0,24.335,2856.0
20260832,AFRICA-ZT-EDU,100000.0,24.325,0.01321615013546554,99.95889003083248,0.08218615163344976,0.35014005602240894,99.64985994397759,6.286362521207848,6.067809570319088,9.119037624098022,4.91017053626464,4.0,100.0,24.335,2856.0
20260833,Legacy RBAC,100000.0,82.686,77.04565943681392,29.71724354787993,0.0,100.0,0.0,1.1780529687889618,1.110062759888786,1.9102141084695514,12.713495034999186,14.0,0.0,24.572,2976.0
20260833,Zero-Trust ABAC,100000.0,32.276,10.213713740255608,76.130871235593,0.0,100.0,0.0,3.8766672540474274,3.6675878330220466,6.305229934792463,12.713495034999186,14.0,0.0,24.572,2976.0
20260833,AFRICA-ZT-EDU,100000.0,24.549,0.006628838097258312,99.97963257159151,0.11395083835259645,0.16801075268817203,99.83198924731182,6.276456408819568,6.068299235268901,9.062670387970162,4.916775191274621,4.0,100.0,24.572,2976.0
20260834,Legacy RBAC,100000.0,82.922,77.32818245781725,29.754468054316103,0.0,100.0,0.0,1.1785009000038913,1.1091850436861856,1.9154441866089469,12.689174401167268,14.0,0.0,24.673000000000002,2932.0
20260834,Zero-Trust ABAC,100000.0,32.294,10.117222244347976,76.40118907537004,0.0,100.0,0.0,3.89243389602917,3.671689966919937,6.347677028000594,12.689174401167268,14.0,0.0,24.673000000000002,2932.0
20260834,AFRICA-ZT-EDU,100000.0,24.66,0.015930542833247043,99.95133819951339,0.10132533538686013,0.4092769440654843,99.59072305593452,6.299040891965262,6.082378272461554,9.127967336238301,4.913549223847931,4.0,100.0,24.673000000000002,2932.0
20260835,Legacy RBAC,100000.0,82.588,76.83989305808649,30.05158134353659,0.0,100.0,0.0,1.1805909372762353,1.1110591713843343,1.9243256445005932,12.74273741891293,14.0,0.0,24.819,2801.0
20260835,Zero-Trust ABAC,100000.0,32.315,9.970604275016294,76.80334210119139,0.0,100.0,0.0,3.888789693733342,3.668770306283926,6.349688899581415,12.74273741891293,14.0,0.0,24.819,2801.0
20260835,AFRICA-ZT-EDU,100000.0,24.794,0.007980739814580811,99.9758005969186,0.12490430718401224,0.21420921099607282,99.78579078900393,6.292837232177741,6.071075139244401,9.150367961024227,4.914380112010959,4.0,100.0,24.819,2801.0
20260836,Legacy RBAC,100000.0,82.61,76.93052625993288,29.801476818787073,0.0,100.0,0.0,1.1783008127823185,1.1108440359449383,1.911423860593537,12.71123928672976,14.0,0.0,24.619,2837.0
20260836,Zero-Trust ABAC,100000.0,32.136,9.972008861649487,76.60878765247698,0.0,100.0,0.0,3.8935693670948375,3.676788226470739,6.3535941738715,12.71123928672976,14.0,0.0,24.619,2837.0
20260836,AFRICA-ZT-EDU,100000.0,24.603,0.009286159642350194,99.97154818518067,0.09342377838255006,0.24673951357067325,99.75326048642933,6.29671519813851,6.081259651978132,9.12344767038245,4.916040456557943,4.0,100.0,24.619,2837.0
20260837,Legacy RBAC,100000.0,82.482,76.81853670155752,29.619795834242623,0.0,100.0,0.0,1.1782984327489567,1.1090164514029741,1.9121334960076202,12.63386680856289,14.0,0.0,24.431,2830.0
20260837,Zero-Trust ABAC,100000.0,31.854,9.822810940994323,76.69680416902116,0.0,100.0,0.0,3.883794726694102,3.6684501916453662,6.319527954073754,12.63386680856289,14.0,0.0,24.431,2830.0
20260837,AFRICA-ZT-EDU,100000.0,24.417,0.013232939432836216,99.9590449277143,0.09823584789816217,0.35335689045936397,99.64664310954063,6.284088441996877,6.071803361989681,9.076837456443608,4.919487536326798,4.0,100.0,24.431,2830.0
20260838,Legacy RBAC,100000.0,82.592,76.9583057577763,29.60335141418055,0.0,100.0,0.0,1.1780104442468562,1.1081824940372864,1.916126622631304,12.657914110429449,14.0,0.0,24.45,2904.0
20260838,Zero-Trust ABAC,100000.0,32.113,10.14295168762409,76.13738984212002,0.0,100.0,0.0,3.8869833479298546,3.6715020134420637,6.33602485898028,12.657914110429449,14.0,0.0,24.45,2904.0
20260838,AFRICA-ZT-EDU,100000.0,24.435,0.007941760423560556,99.97544505831799,0.08588957055214724,0.2066115702479339,99.79338842975207,6.284257751932974,6.0664914212483705,9.112538601253945,4.9111656441717795,4.0,100.0,24.45,2904.0
20260839,Legacy RBAC,100000.0,82.746,77.13702677991705,29.64856307253523,0.0,100.0,0.0,1.1813207754258088,1.110658506321327,1.9282913857908028,12.726205519096727,14.0,0.0,24.532999999999998,2883.0
20260839,Zero-Trust ABAC,100000.0,32.116,10.048100494255767,76.38871590484494,0.0,100.0,0.0,3.8897434363828722,3.6748555118090316,6.336957039064064,12.726205519096727,14.0,0.0,24.532999999999998,2883.0
20260839,AFRICA-ZT-EDU,100000.0,24.527,0.018551154809386884,99.94292004729482,0.08152284677780948,0.4856052722858134,99.51439472771419,6.292339199162607,6.0823710812077945,9.100187753037202,4.92740390494436,4.0,100.0,24.532999999999998,2883.0
20260840,Legacy RBAC,100000.0,82.803,77.20379649513508,29.663176454959363,0.0,100.0,0.0,1.1806660405037714,1.1107519634710465,1.9228078014259533,12.676166435957985,14.0,0.0,24.562,2821.0
20260840,Zero-Trust ABAC,100000.0,32.061,9.94061348392057,76.61021178378715,0.0,100.0,0.0,3.888778590702195,3.6642588417248207,6.352519021156433,12.676166435957985,14.0,0.0,24.562,2821.0
20260840,AFRICA-ZT-EDU,100000.0,24.54,0.010604735014183833,99.96740016299918,0.12213989088836413,0.28358738036157394,99.71641261963843,6.2877931174144965,6.066013734496674,9.121762774399734,4.923703281491735,4.0,100.0,24.562,2821.0
20260841,Legacy RBAC,100000.0,82.702,77.07781193681755,29.667964499044764,0.0,100.0,0.0,1.179455989246604,1.1097524975725603,1.9170058842788373,12.713400717313336,14.0,0.0,24.535999999999998,2833.0
20260841,Zero-Trust ABAC,100000.0,32.097,10.019346973391286,76.44328130354862,0.0,100.0,0.0,3.894802598026929,3.6759203278647448,6.354329796413046,12.713400717313336,14.0,0.0,24.535999999999998,2833.0
20260841,AFRICA-ZT-EDU,100000.0,24.509,0.015901621965440475,99.95103839405932,0.15895011411803064,0.42357924461701374,99.57642075538298,6.2981152974252135,6.0837421170889,9.144062956486525,4.915674926638409,4.0,100.0,24.535999999999998,2833.0
20260842,Legacy RBAC,100000.0,82.782,77.17353837995492,29.680365296803654,0.0,100.0,0.0,1.1795259987499416,1.1096899962396762,1.9159438258758799,12.707041107041107,14.0,0.0,24.57,2961.0
20260842,Zero-Trust ABAC,100000.0,32.364,10.332758849264218,75.91768631813126,0.0,100.0,0.0,3.8866319732961525,3.6623872450536883,6.333711169165292,12.707041107041107,14.0,0.0,24.57,2961.0
20260842,AFRICA-ZT-EDU,100000.0,24.55,0.01060585973750497,99.96741344195519,0.11396011396011396,0.2701789935832489,99.72982100641676,6.291382009150813,6.073111512888915,9.111100883948755,4.9362637362637365,4.0,100.0,24.57,2961.0
20260843,Legacy RBAC,100000.0,82.916,77.35689008469298,29.609484297361185,0.0,100.0,0.0,1.1805976602963728,1.112587011964768,1.9191757643424576,12.743432039428129,14.0,0.0,24.551000000000002,2870.0
20260843,Zero-Trust ABAC,100000.0,32.281,10.245331283383477,76.05402558780708,0.0,100.0,0.0,3.896356425018006,3.676940115431038,6.362549654139224,12.743432039428129,14.0,0.0,24.551000000000002,2870.0
20260843,AFRICA-ZT-EDU,100000.0,24.536,0.00927779029543135,99.97147049233779,0.08960938454645433,0.24390243902439024,99.7560975609756,6.300933112102039,6.079669428196976,9.137347152744104,4.906602582379536,4.0,100.0,24.551000000000002,2870.0
20260844,Legacy RBAC,100000.0,82.714,77.03650565917424,29.890949536958676,0.0,100.0,0.0,1.179886005657899,1.1114187506706772,1.917672081199139,12.720433586798253,14.0,0.0,24.724,2906.0
20260844,Zero-Trust ABAC,100000.0,32.317,10.086880280567511,76.50462604820991,0.0,100.0,0.0,3.8915053488459903,3.6748801060793173,6.364077706201988,12.720433586798253,14.0,0.0,24.724,2906.0
20260844,AFRICA-ZT-EDU,100000.0,24.707,0.011956001912960305,99.96357307645607,0.10516097718815726,0.3097040605643496,99.69029593943566,6.297002639041421,6.073340780294785,9.142548473511436,4.92675133473548,4.0,100.0,24.724,2906.0
20260845,Legacy RBAC,100000.0,82.824,77.27501256913021,29.481792717086833,0.0,100.0,0.0,1.1786047005877318,1.1097972428801017,1.9148042539248065,12.749283315586862,14.0,0.0,24.418,2850.0
20260845,Zero-Trust ABAC,100000.0,31.947,9.96136646291445,76.43284189438758,0.0,100.0,0.0,3.885820285731628,3.6673512774271124,6.3453956020875495,12.749283315586862,14.0,0.0,24.418,2850.0
20260845,AFRICA-ZT-EDU,100000.0,24.391,0.007938398031277289,99.97540076257636,0.13514620362028013,0.21052631578947367,99.78947368421052,6.287069309680357,6.072315826786603,9.101259922071373,4.917724629371775,4.0,100.0,24.418,2850.0
20260846,Legacy RBAC,100000.0,82.482,76.75301236796008,29.878033995295944,0.0,100.0,0.0,1.1798926731544537,1.1129760932796855,1.9097170420074108,12.666450251582535,14.0,0.0,24.644,2838.0
20260846,Zero-Trust ABAC,100000.0,32.195,10.020436328892192,76.54604752290729,0.0,100.0,0.0,3.8910039820365614,3.674045308818507,6.3492307208123755,12.666450251582535,14.0,0.0,24.644,2838.0
20260846,AFRICA-ZT-EDU,100000.0,24.63,0.01459737778013695,99.95533901745839,0.10144457068657685,0.3875968992248062,99.6124031007752,6.296964782329374,6.084732913184885,9.126107752490949,4.907604285018666,4.0,100.0,24.644,2838.0
